nome	lat	lon	pop	X	UF
Rio das Pedras	-22.833333	-47.6	23722	1.3	SP
Itapira	-22.433333	-46.833333	61608	1.48	SP
Aguaí	-22.066667	-46.966667	27503	1.55	SP
Lucélia	-21.733333	-51.016667	14807	0.99	SP
Águas de Lindóia	-22.483333	-46.65	18806	1.27	SP
Duartina	-22.4	-49.416667	11903	1.47	SP
São Roque	-23.528458	-47.135273	50541	1.67	SP
Conchas	-23.016667	-48	14301	1.32	SP
Tupi Paulista	-21.4	-51.566667	10877	1.24	SP
Borborema	-21.616667	-49.066667	11759	1.38	SP
Ibiúna	-23.654522	-47.218152	22860	1.27	SP
Americana	-22.740278	-47.334444	196026	1.56	SP
Valparaíso	-21.216667	-50.85	15939	1.46	SP
Bernardino de Campos	-23.033333	-49.483333	9342	1.15	SP
Charqueada	-22.5	-47.766667	12391	1.23	SP
Guarujá	-24	-46.266667	310430	1.68	SP
Cunha	-23.083333	-44.966667	11896	1.5	SP
Presidente Venceslau	-21.866667	-51.833333	34026	1.73	SP
Pontal	-21.05	-48.083333	32567	1.39	SP
Jaguariúna	-22.683333	-46.983333	31718	1.16	SP
Biritiba-Mirim	-23.583333	-46.033333	26459	1.44	SP
José Bonifácio	-21.05	-49.683333	27828	1.78	SP
Socorro	-22.6	-46.533333	24272	1.63	SP
Monte Mor	-22.95	-47.333333	40291	1.44	SP
Brodowski	-20.983333	-47.666667	18366	1.21	SP
Capivari	-23.000722	-47.502026	35519	1.54	SP
Bastos	-21.933333	-50.716667	17681	1.42	SP
Campos do Jordão	-22.7264	-45.5792	53320	1.72	SP
Boituva	-23.283333	-47.683333	48756	1.61	SP
Caraguatatuba	-23.616667	-45.416667	90844	2.26	SP
Miracatu	-24.283333	-47.466667	11679	1.29	SP
Bady Bassitt	-20.933333	-49.466667	14216	1.3	SP
Buri	-23.8	-48.583333	15959	1.63	SP
Itu	-23.266667	-47.316667	137589	1.88	SP
Altinópolis	-21.025278	-47.374444	14616	1.53	SP
Tabatinga	-21.716667	-48.683333	11617	1.2	SP
Juquitiba	-23.927482	-47.069543	13961	1.55	SP
São Joaquim da Barra	-20.583333	-47.883333	42720	1.46	SP
Mirante do Paranapanema	-22.283333	-51.9	9387	1.55	SP
São Caetano do Sul	-23.6	-46.566667	136456	1.51	SP
Itapeva	-23.966667	-48.866667	62958	2.35	SP
Paulínia	-22.75	-47.166667	65596	1.53	SP
Nova Granada	-20.483333	-49.316667	15716	1.62	SP
Viradouro	-20.883333	-48.3	17172	1.37	SP
Pindorama	-21.2	-48.916667	12248	1.01	SP
Itápolis	-21.583333	-48.766667	34553	1.53	SP
Maracaí	-22.6	-50.65	11960	1.36	SP
Dracena	-21.533333	-51.483333	37940	2.07	SP
Bariri	-22.066667	-48.733333	28802	1.71	SP
Praia Grande	-24	-46.4	250032	1.3	SP
Agudos	-22.466667	-49	30808	1.48	SP
Joanópolis	-22.933333	-46.283333	11772	1.04	SP
Cubatão	-23.883333	-46.416667	118412	1.51	SP
São José do Rio Pardo	-21.6	-46.9	46990	1.6	SP
Valinhos	-22.95	-47.016667	88631	1.42	SP
Assis	-22.666667	-50.416667	87473	2.28	SP
Itajobi	-21.316667	-49.066667	12231	1.34	SP
Ubatuba	-23.433333	-45.066667	79008	2.05	SP
Atibaia	-23.124167	-46.562222	110970	1.77	SP
Novo Horizonte	-21.466667	-49.216667	30159	1.87	SP
Penápolis	-21.4	-50.066667	54478	1.81	SP
Promissão	-21.533333	-49.866667	27032	1.48	SP
Taquaritinga	-21.4	-48.5	50099	1.72	SP
Araraquara	-21.783333	-48.166667	185191	2.19	SP
Ribeirão Bonito	-22.066667	-48.166667	10877	1.35	SP
Pereira Barreto	-20.633333	-51.116667	22537	1.76	SP
Peruíbe	-24.316667	-47	63032	1.81	SP
Angatuba	-23.483333	-48.416667	14476	1.59	SP
Cafelândia	-21.816667	-49.583333	13777	1.38	SP
Ribeirão Prêto	-21.166667	-47.8	551278	3.14	SP
Santana de Parnaíba	-23.45	-46.916667	98991	1.36	SP
Taubaté	-23.033333	-45.55	251647	2.27	SP
Barra Bonita	-22.483333	-48.533333	37247	1.56	SP
Guaíra	-20.316667	-48.3	34093	1.81	SP
Limeira	-22.561667	-47.402778	289671	2.18	SP
Mirandópolis	-21.15	-51.1	23379	1.77	SP
Cosmópolis	-22.633333	-47.2	47773	1.44	SP
Cotia	-23.616667	-46.933333	174832	1.47	SP
Jardinópolis	-21.033333	-47.766667	34719	1.43	SP
Lins	-21.666667	-49.75	69452	2.19	SP
Cravinhos	-21.316667	-47.75	32690	1.47	SP
Osvaldo Cruz	-21.783333	-50.833333	25747	1.62	SP
São Sebastião	-23.8	-45.416667	76369	1.71	SP
Santa Adélia	-21.266667	-48.8	12585	1.4	SP
Itararé	-24.116667	-49.333333	44810	2.02	SP
Monte Aprazível	-20.75	-49.7	16308	1.33	SP
Tanabi	-20.616667	-49.616667	18228	1.47	SP
Santa Cruz das Palmeiras	-21.816667	-47.25	25801	1.56	SP
Monte Alto	-21.283333	-48.483333	41894	1.4	SP
Iracemápolis	-22.583333	-47.533333	16796	1.22	SP
Fartura	-23.383333	-49.5	12405	1.4	SP
Botucatu	-22.866667	-48.433333	113865	2.29	SP
Arujá	-23.4	-46.333333	72078	1.38	SP
Ipaussú	-23.05	-49.616667	10833	1.17	SP
Santo André	-23.666667	-46.516667	662387	1.6	SP
Marília	-22.216667	-49.933333	212222	2.61	SP
Elias Fausto	-23.033333	-47.383333	12705	1.08	SP
Ribeirão Pires	-23.716667	-46.416667	111890	1.33	SP
São Vicente	-23.966667	-46.383333	324464	1.5	SP
Nova Odessa	-22.783333	-47.3	49433	0.82	SP
Santa Isabel	-23.3158	-46.2241	33709	1.42	SP
Tietê	-23.100174	-47.714392	32062	1.32	SP
Orlândia	-20.716667	-47.883333	44767	1.83	SP
Barrinha	-21.2	-48.15	26981	1.45	SP
Taquarituba	-23.516667	-49.25	21493	1.46	SP
Avaré	-23.083333	-48.916667	81287	2.18	SP
Andradina	-20.9	-51.383333	52407	1.91	SP
Tremembé	-22.966667	-45.55	31720	1.12	SP
Guaratinguetá	-22.815156	-45.18923	105882	1.99	SP
Hortolândia	-22.85	-47.25	203537	1.46	SP
Itirapina	-22.25	-47.816667	13229	1.47	SP
São Manuel	-22.733333	-48.566667	33588	1.55	SP
Guarulhos	-23.45068	-46.526175	1169601	2.19	SP
São Pedro	-22.55	-47.9	27068	1.72	SP
Pirajuí	-21.983333	-49.483333	17503	1.59	SP
Rio Grande da Serra	-23.8	-46.333333	38162	1.38	SP
Bebedouro	-20.933333	-48.466667	71863	2.03	SP
Cajuru	-21.283333	-47.3	19540	1.44	SP
Salto	-23.2	-47.283333	98389	1.4	SP
Rio Claro	-22.4	-47.55	180151	1.97	SP
Matão	-21.583333	-48.366667	72469	1.89	SP
São João da Boa Vista	-21.966667	-46.783333	76541	1.89	SP
Guariba	-21.35	-48.233333	30464	1.34	SP
Piracaia	-23.05	-46.35	26076	1.57	SP
Iguape	-24.716667	-47.55	23785	1.75	SP
Embu	-23.65	-46.85	221737	1.71	SP
Moji das Cruzes	-23.516667	-46.183333	325753	1.99	SP
Guará	-20.433333	-47.833333	18263	1.21	SP
Jaú	-22.3	-48.55	119209	2.25	SP
Itatiba	-23	-46.85	67935	1.67	SP
São Lourenço da Serra	-23.866667	-46.95	13331	1.22	SP
Pradópolis	-21.366667	-48.066667	13193	1.31	SP
Jacupiranga	-24.700034	-48.004445	11149	1.1	SP
Severínia	-20.833333	-48.8	13212	1.24	SP
Rancharia	-22.25	-50.916667	25531	1.8	SP
Pirassununga	-21.983333	-47.416667	60414	1.74	SP
Pirapòzinho	-22.25	-51.5	21711	1.46	SP
Santa Fé do Sul	-20.216667	-50.933333	25802	1.8	SP
Itapuí	-22.233333	-48.683333	10445	1.21	SP
Amparo	-22.7	-46.783333	41498	1.75	SP
São Simão	-21.5	-47.55	12351	1.37	SP
Itatinga	-23.116667	-48.6	15696	1.57	SP
Araçatuba	-21.2	-50.416667	170028	2.66	SP
Ibaté	-21.95	-48	29550	1.34	SP
Jales	-20.266667	-50.55	43832	1.83	SP
Santo Anastácio	-21.966667	-51.65	17233	1.46	SP
Barueri	-23.516667	-46.883333	251999	1.42	SP
Pedregulho	-20.266667	-47.483333	11216	1.49	SP
Santa Gertrudes	-22.466667	-47.516667	18490	0.92	SP
Juquiá	-24.316667	-47.633333	13497	1.51	SP
Palmital	-22.783333	-50.2	18540	1.44	SP
Apiaí	-24.511926	-48.844671	18260	1.87	SP
Pompéia	-22.133333	-50.166667	18015	1.54	SP
Jandira	-23.516667	-46.9	113607	0.85	SP
Dois Córregos	-22.366667	-48.35	20975	1.5	SP
Cerquilho	-23.201218	-47.757822	35367	1.34	SP
Laranjal Paulista	-23.048726	-47.835968	21264	1.31	SP
Guararapes	-21.25	-50.633333	27558	1.58	SP
Várzea Paulista	-23.2	-46.833333	110938	1.14	SP
Artur Nogueira	-22.583333	-47.15	40404	1.19	SP
Guararema	-23.4132	-46.0377	23572	1.29	SP
Salto de Pirapora	-23.6494	-47.5715	32228	1.49	SP
Franca	-20.533333	-47.4	305047	2.62	SP
Caconde	-21.55	-46.633333	12434	1.39	SP
São Bernardo do Campo	-23.7	-46.55	743386	2.34	SP
Mairinque	-23.544368	-47.183467	44457	1.08	SP
Itaí	-23.4	-49.1	22305	1.72	SP
Mauá	-23.666667	-46.45	386077	1.64	SP
Pôrto Ferreira	-21.85	-47.466667	49128	1.51	SP
Capela	-10.5	-37.066667	16024	1.61	SE
Maruim	-10.75	-37.083333	12153	1.07	SE
Campo do Brito	-10.75	-37.5	8011	0.98	SE
Lagarto	-10.9	-37.683333	45446	1.86	SE
Neópolis	-10.3	-36.583333	12422	0.58	SE
Moita Bonita	-10.583333	-37.366667	3602	0.78	SE
Gararu	-9.966667	-37.083333	2977	0.81	SE
Boquim	-11.15	-37.616667	14848	1.41	SE
Nossa Senhora das Dores	-10.483333	-37.216667	14550	1.29	SE
Tomar do Geru	-11.383333	-37.85	4394	0.95	SE
Simão Dias	-10.733333	-37.816667	18386	1.48	SE
Riachão do Dantas	-11.066667	-37.733333	4615	1.03	SE
Nossa Senhora do Socorro	-10.866667	-37.116667	163996	1.48	SE
Carira	-10.35	-37.7	10276	1.51	SE
Itabaiana	-10.683333	-37.433333	63889	1.97	SE
Itabaianinha	-11.266667	-37.783333	17149	1.53	SE
Monte Alegre de Sergipe	-10.033333	-37.55	6816	1.32	SE
Nossa Senhora da Glória	-10.233333	-37.416667	18613	1.8	SE
Japaratuba	-10.583333	-36.95	8092	1.14	SE
Ribeirópolis	-10.533333	-37.433333	11215	1.23	SE
Estância	-11.266667	-37.433333	55655	1.91	SE
Malhador	-10.65	-37.3	5574	0.99	SE
São Cristóvão	-11.016667	-37.2	71540	1.66	SE
Areia Branca	-10.766667	-37.316667	7414	1.13	SE
Aracaju	-10.916667	-37.066667	490184	3.11	SE
Propriá	-10.216667	-36.85	23787	1.61	SE
Pôrto da Fôlha	-9.916667	-37.283333	9420	1.36	SE
Barra dos Coqueiros	-10.9	-37.05	28590	0.72	SE
Arauá	-11.266667	-37.616667	4747	0.92	SE
Laranjeiras	-10.8	-37.166667	23251	1.14	SE
Cristinápolis	-11.483333	-37.766667	6430	1.16	SE
Canindé de São Francisco	-9.65	-37.8	11053	1.55	SE
Japoatã	-10.333333	-36.8	4207	0.97	SE
Aquidabã	-10.283333	-37.033333	10596	1.33	SE
Indiaroba	-11.533333	-37.516667	4989	1.21	SE
Umbaúba	-11.366667	-37.65	12880	1.3	SE
Santo Amaro das Brotas	-10.783333	-37.066667	9302	0.67	SE
Poço Verde	-10.7	-38.183333	12167	1.41	SE
Salgado	-11.033333	-37.466667	5457	1.18	SE
Tobias Barreto	-11.183333	-38.016667	29741	1.88	SE
Frei Paulo	-10.55	-37.533333	7047	0.98	SE
Pacatuba	-10.433333	-36.65	2616	0.94	SE
Abadiânia	-16.1	-48.8	7062	1.4	GO
Hidrolândia	-16.966667	-49.233333	7082	1.4	GO
Rubiataba	-15.133333	-49.8	16128	1.54	GO
Niquelândia	-14.45	-48.45	27544	2.08	GO
Campos Belos	-13.05	-46.883333	15583	2.16	GO
Itapaci	-14.95	-49.566667	16118	1.59	GO
Petrolina de Goiás	-16.1	-49.333333	7710	1.46	GO
Iaciara	-14.15	-46.666667	9207	1.49	GO
Orizona	-17.05	-48.3	7583	1.36	GO
Vianópolis	-16.75	-48.533333	7807	1.02	GO
Morrinhos	-17.733333	-49.116667	34144	1.96	GO
Quirinópolis	-18.533333	-50.5	32104	2.17	GO
Uruaçu	-14.5	-49.166667	30088	2.15	GO
Uruana	-15.5	-49.683333	10258	1.4	GO
Itaberaí	-16.033333	-49.8	22130	1.83	GO
Mozarlândia	-14.783333	-50.583333	11252	1.88	GO
Bela Vista de Goiás	-16.966667	-48.95	14289	1.54	GO
Cavalcante	-13.8	-47.5	3747	1.75	GO
Jataí	-17.883333	-51.716667	76548	2.84	GO
Cristalina	-16.75	-47.6	36532	2.06	GO
Goianésia	-15.3	-49.116667	47884	2.36	GO
Itapirapuã	-15.866667	-50.6	7923	1.63	GO
Posse	-14.083333	-46.366667	20003	2.39	GO
Inhumas	-16.366667	-49.5	44058	1.81	GO
Luziânia	-16.25	-47.933333	143601	2.25	GO
Ipameri	-17.716667	-48.15	18607	1.78	GO
Anápolis	-16.333333	-48.966667	319592	2.41	GO
Edéia	-17.3	-49.916667	9838	1.69	GO
Itapuranga	-15.583333	-49.983333	19709	1.84	GO
Santa Helena de Goiás	-17.716667	-50.583333	34254	2.33	GO
Formosa	-15.533333	-47.333333	81233	2	GO
Carmo do Rio Verde	-15.35	-49.7	6053	1.06	GO
Firminópolis	-16.666667	-50.316667	9084	1.14	GO
Pirenópolis	-15.85	-48.95	13615	1.68	GO
Goiânia	-16.666667	-49.266667	1171209	3.24	GO
Pontalina	-17.516667	-49.45	13640	1.68	GO
Iporá	-16.466667	-51.116667	28254	2.33	GO
Rialma	-15.3	-49.566667	9270	0.53	GO
Goiatuba	-18.016667	-49.366667	25925	1.79	GO
Itumbiara	-18.416667	-49.216667	79583	2.23	GO
São Luís de Montes Belos	-16.533333	-50.333333	23619	2.09	GO
Palmeiras de Goiás	-16.816667	-49.916667	13573	1.63	GO
Aragarças	-15.916667	-52.25	16781	0.73	GO
Caldas Novas	-17.75	-48.633333	63681	2.35	GO
Mineiros	-17.566667	-52.566667	38951	2.26	GO
Senador Canedo	-16.716667	-49.083333	61801	1.69	GO
Guapó	-16.816667	-49.533333	10075	1.22	GO
Caiapônia	-16.95	-51.816667	10947	1.95	GO
Anicuns	-16.466667	-49.966667	15685	1.68	GO
Buriti Alegre	-18.15	-49.05	9427	1.5	GO
São Miguel do Araguaia	-13.316667	-50.216667	18810	2.16	GO
Catalão	-18.166667	-47.95	63545	2.12	GO
Ceres	-15.283333	-49.583333	18760	1.81	GO
Crixás	-14.45	-49.966667	11560	1.84	GO
Caçu	-18.616667	-51.066667	10098	1.77	GO
Porangatu	-13.433333	-49.166667	32758	2.49	GO
Padre Bernardo	-15.35	-48.5	16118	1.9	GO
Goiás	-15.933333	-50.133333	19098	1.69	GO
Trindade	-16.666667	-49.5	97523	1.87	GO
Goianápolis	-16.5	-49.016667	10114	1.27	GO
Silvânia	-16.666667	-48.6	11377	1.7	GO
Piranhas	-16.516667	-51.85	9887	1.65	GO
Piracanjuba	-17.3	-49.016667	16736	1.77	GO
São Domingos	-13.4	-46.316667	4784	1.67	GO
Goianira	-16.5	-49.433333	22823	1.37	GO
Paraúna	-17.033333	-50.433333	9731	1.71	GO
Jaraguá	-15.75	-49.333333	30410	1.95	GO
Nerópolis	-16.416667	-49.233333	21870	1.52	GO
Pires do Rio	-17.3	-48.283333	24823	1.96	GO
Tabira	-7.583333	-37.55	16926	1.42	PE
Catende	-8.666667	-35.716667	23323	1.28	PE
Trindade	-7.8	-40.283333	19313	1.5	PE
Limoeiro	-7.866667	-35.45	42329	1.63	PE
São João	-8.866667	-36.366667	6926	1.05	PE
Canhotinho	-8.883333	-36.2	12074	1.37	PE
Escada	-8.366667	-35.233333	48084	1.59	PE
Agrestina	-8.45	-35.95	14453	1.33	PE
Tupanatinga	-8.75	-37.333333	5768	1.24	PE
São José do Belmonte	-7.866667	-38.766667	14211	1.68	PE
Orobó	-7.733333	-35.6	5884	0.71	PE
Bom Jardim	-7.783333	-35.583333	13523	1.29	PE
Toritama	-8.016667	-36.066667	23941	1.38	PE
Recife	-8.05	-34.9	1478118	3.87	PE
Itapissuma	-7.766667	-34.9	16674	0.99	PE
Quipapá	-8.833333	-36.033333	11533	1.28	PE
Pedra	-8.5	-36.95	11197	1.03	PE
Flores	-7.85	-37.983333	11694	1.14	PE
Amaraji	-8.4	-35.45	16660	1.27	PE
Vitória de Santo Antão	-8.116667	-35.3	107385	1.97	PE
Bonito	-8.483333	-35.733333	8867	1.14	PE
Igarassu	-7.833333	-34.9	86458	1.56	PE
Sertânia	-8.083333	-37.266667	18190	1.82	PE
Cabrobó	-8.516667	-39.316667	16096	1.81	PE
Lagoa do Itaenga	-7.916667	-35.333333	17719	1.19	PE
Exu	-7.516667	-39.716667	10875	1.55	PE
São José da Coroa Grande	-8.9	-35.15	11512	1.06	PE
Ouricuri	-7.883333	-40.083333	29318	2.01	PE
Rio Formoso	-8.666667	-35.15	15518	1.12	PE
Brejo da Madre de Deus	-8.15	-36.366667	27370	1.52	PE
Bom Conselho	-9.166667	-36.683333	27801	1.75	PE
Joaquim Nabuco	-8.616667	-35.533333	9965	0.98	PE
Taquaritinga do Norte	-7.9	-36.05	13379	1.17	PE
Vicência	-7.666667	-35.333333	10378	1.12	PE
Altinho	-8.483333	-36.066667	11913	1.16	PE
Parnamirim	-8.083333	-39.566667	7928	1.62	PE
Feira Nova	-7.933333	-35.35	12985	0.59	PE
Águas Belas	-9.116667	-37.116667	22563	1.63	PE
Cumaru	-8	-35.7	6861	0.9	PE
Goiana	-7.55	-34.983333	43981	1.8	PE
Camaragibe	-8.016667	-34.966667	148966	1.48	PE
Cupira	-8.616667	-35.95	19096	1.53	PE
Serra Talhada	-7.983333	-38.3	51204	2.47	PE
Belém de São Francisco	-8.766667	-38.966667	11124	1.67	PE
Ipojuca	-8.4	-35.066667	53365	1.83	PE
Afogados da Ingàzeira	-7.75	-37.65	25060	2.04	PE
Araçoiaba	-7.8	-35.05	13095	1.27	PE
Timbaúba	-7.516667	-35.316667	45122	1.87	PE
Arcoverde	-8.416667	-36.916667	57164	2.19	PE
São Lourenço da Mata	-8	-35.05	88417	1.42	PE
São José do Egito	-7.466667	-37.266667	18219	1.79	PE
Itaquitinga	-7.666667	-35.1	11128	0.99	PE
Água Preta	-8.7	-35.516667	16444	1.08	PE
Caruaru	-8.283333	-35.966667	235375	2.67	PE
Tamandaré	-8.75	-35.1	17954	1.24	PE
Paulista	-7.95	-34.883333	289977	1.62	PE
Carpina	-7.85	-35.25	70690	1.83	PE
Buíque	-8.616667	-37.15	20324	1.65	PE
Santa Cruz do Capibaribe	-7.95	-36.2	76451	2.06	PE
Nazaré da Mata	-7.733333	-35.233333	26485	1.31	PE
Ipubi	-7.65	-40.116667	16424	1.47	PE
Itaíba	-8.95	-37.416667	13870	1.62	PE
Ibimirim	-8.533333	-37.7	12272	1.68	PE
Palmares	-8.683333	-35.6	41680	1.99	PE
João Alfredo	-7.866667	-35.583333	11334	1	PE
Moreno	-8.116667	-35.1	45238	1.28	PE
Capoeiras	-8.75	-36.633333	4861	0.35	PE
Barreiros	-8.816667	-35.2	35565	1.91	PE
Lajedo	-8.383333	-36.55	25262	1.33	PE
Jaboatão	-8.116667	-35.016667	702632	2.06	PE
São Joaquim do Monte	-8.416667	-35.85	13520	1.12	PE
Maraial	-8.783333	-35.833333	14204	1.32	PE
Salgueiro	-8.066667	-39.1	42153	2.22	PE
Condado	-7.583333	-35.1	19585	1.26	PE
Bezerros	-8.233333	-35.75	51437	1.64	PE
Petrolândia	-9.083333	-38.3	20575	1.61	PE
Panelas	-8.666667	-36.016667	12625	1.02	PE
Garanhuns	-8.9	-36.483333	110087	2.43	PE
Floresta	-8.6	-38.566667	18100	1.88	PE
Pombos	-8.15	-35.4	15895	1.13	PE
Cachoeirinha	-8.483333	-36.233333	12905	1.24	PE
Belo Jardim	-8.333333	-36.433333	49923	2.01	PE
Aliança	-7.583333	-35.216667	17329	1.22	PE
Petrolina	-9.4	-40.5	194653	3.04	PE
Gameleira	-8.583333	-35.4	19424	1.03	PE
Macaparana	-7.566667	-35.45	14363	1.26	PE
Carnaíba	-8.7	-37.666667	6019	1.15	PE
São Bento do Una	-8.533333	-36.366667	24506	1.53	PE
Caetés	-8.766667	-36.633333	5386	1.2	PE
Olinda	-8.016667	-34.85	366761	1.58	PE
Itamaracá	-7.75	-34.833333	14969	0.98	PE
Abreu e Lima	-7.9	-34.883333	81960	1.19	PE
Santa Maria da Boa Vista	-8.816667	-39.816667	14695	1.86	PE
Glória do Goitá	-8.016667	-35.283333	17374	1.16	PE
Camocim de São Félix	-8.35	-35.766667	10270	1.08	PE
Surubim	-7.833333	-35.75	34581	1.76	PE
Pesqueira	-8.366667	-36.7	41896	1.67	PE
Umbuzeiro	-7.7	-35.666667	4588	0.79	PE
Custódia	-8.116667	-37.65	18107	1.7	PE
Passira	-7.95	-35.633333	12664	1.29	PE
Bodocó	-7.783333	-39.916667	11329	1.34	PE
Gravatá	-8.2	-35.566667	61250	1.85	PE
São Caitano	-8.35	-36.1	25259	1.4	PE
Araripina	-7.55	-40.566667	38570	2.3	PE
Chã Grande	-8.233333	-35.45	17117	1.23	PE
Ribeirão	-8.516667	-35.383333	29819	1.58	PE
Paranã	-12.640556	-47.7925	2751	1.71	TO
Dianópolis	-11.700556	-46.743056	12896	2.19	TO
Taguatinga	-12.465556	-46.366944	9330	1.88	TO
Alvorada	-12.47	-49.082222	10232	1.89	TO
Palmas	-10.222778	-48.277778	196332	3.32	TO
Sítio Novo do Tocantins	-5.518333	-47.461111	5787	0.5	TO
Ananás	-6.360278	-47.91	8874	1.66	TO
Gurupi	-11.7225	-49.012222	64790	2.63	TO
Miracema do Tocantins	-9.529167	-48.319722	29181	2.08	TO
Araguaína	-7.16	-48.0575	114959	2.77	TO
Porto Nacional	-10.708056	-48.308333	40862	2	TO
Xambioá	-6.4325	-48.381944	9281	1.2	TO
Formoso do Araguaia	-11.796667	-49.466944	14963	1.76	TO
Arraias	-12.977222	-46.891667	6881	0.85	TO
Tocantinópolis	-6.324444	-47.277778	23383	2.1	TO
Araguaçu	-12.894167	-49.773056	7603	1.74	TO
Wanderlândia	-6.835833	-47.799167	6545	1.54	TO
Axixá do Tocantins	-5.551111	-47.595556	9007	1.08	TO
Miranorte	-9.476667	-48.480278	12446	1.3	TO
Araguatins	-5.600278	-47.933056	17106	1.78	TO
